0.657046,6.903882,7.090208
0.804145,6.952915,7.247115
-0.176520,6.335096,7.560927
0.784532,5.158298,6.982335
0.912018,3.746140,8.571012
1.814230,-0.588399,11.483587
-1.176798,-5.040618,8.649466
0.343233,-8.423913,7.688414
0.411879,-8.100293,7.149048
-3.618654,-7.619767,6.060510
-2.853735,-7.443247,5.119071
-2.687022,-7.276534,5.325011
-2.736056,-7.433441,5.579984
-2.687022,-7.619767,5.815343
-2.294756,-7.492280,6.050703
-2.304563,-6.501809,5.540757
-2.177076,-6.501809,6.903882
-2.098623,-6.639102,8.159133
-2.186883,-6.717556,9.296704
-2.128043,-5.697663,9.424191
-1.382738,-5.021005,8.688692
-1.343511,-5.393658,10.208723
-1.794617,-4.775838,8.512172
-1.725970,-4.138406,7.972807
0.529559,-3.461747,8.208166
1.166991,-4.334539,8.443526
1.343511,-3.510781,8.580819
-0.686466,-2.883155,8.953471
-0.127486,-3.775560,9.277091
-0.892405,-4.952358,9.159411
-0.823759,-5.736890,7.482474
-0.470719,-5.403464,7.698221
-0.421686,-6.962721,6.403742
-1.529837,-6.707749,7.609961
-2.294756,-5.874183,10.198915
-3.147935,-5.697663,11.346293
-2.373209,-2.265336,10.022396
-2.363403,-2.520309,9.002504
0.833565,-1.294478,7.453054
-3.079288,-5.275978,9.100571
-2.333983,-4.815065,8.688692
-2.716442,-7.972807,6.854848
-1.117958,-5.638824,8.178746
-1.765197,-6.060510,8.070873
-2.422243,-6.178190,7.698221
-2.265336,-5.923216,7.992420
-1.157185,-6.178190,7.963000
-1.186605,-6.129156,8.021840
-1.176798,-6.178190,7.904160
-1.676937,-5.972250,7.972807
-1.520031,-5.982057,8.080680
-1.480804,-5.746697,7.806094
-1.392544,-6.217416,7.864933
-1.765197,-5.648630,8.110100
-0.666852,-5.168105,8.806372
-0.431493,-4.099180,9.688971
-0.441299,-2.814509,10.179303
-0.264780,-1.117958,10.267563
-0.460913,1.765197,10.208723
-0.676659,0.049033,9.904716
-1.745584,0.696272,8.365072
0.882599,2.647796,4.697385
-1.206218,-0.666852,9.924330
-0.853179,0.764919,10.424469
-0.421686,0.578592,10.463696
-0.872792,0.813952,10.718669
-0.764919,0.774725,10.296982
-0.794339,0.558979,10.238143
-0.843372,0.657046,10.306789
-0.862985,0.617819,10.179303
-0.843372,0.539366,10.306789
-0.882599,0.588399,10.355823
-0.862985,0.598206,10.257756
-0.804145,0.568786,10.434276
-0.823759,0.549172,10.326403
-0.892405,0.588399,10.267563
-0.892405,0.598206,10.257756
-0.902212,0.608012,10.287176
-0.970858,0.558979,10.277369
-0.941438,0.608012,10.257756
-0.951245,0.608012,10.120462
-0.921825,0.598206,10.287176
-0.961052,0.500139,10.375436
-0.892405,0.578592,10.218530
-0.941438,0.490333,10.434276
-0.882599,2.726249,9.767424
-2.314369,0.500139,10.247949
1.010085,-0.058840,9.512451
-1.088538,-0.519752,10.257756
-0.941438,-2.108430,9.885103
-1.804424,2.500696,10.296982
-2.177076,-0.058840,10.169496
0.862985,0.166713,11.022675
0.843372,-0.460913,7.688414
0.735499,-1.745584,10.375436
-2.520309,1.696550,11.326680
-1.049312,0.666852,10.316596
-1.696550,0.951245,10.385242
-1.000278,0.323619,10.061624
-0.657046,-0.078453,10.993256
-0.745305,-0.166713,10.522535
-0.961052,-0.931632,10.051816
-0.343233,0.225553,10.336209
-0.882599,0.961052,10.316596
-2.343789,3.295034,7.982614
-0.480526,0.764919,10.326403
-1.010085,0.549172,10.179303
-0.951245,0.637432,10.689249
-1.059118,0.509946,10.130270
-0.676659,0.441299,10.493116
-0.990472,0.637432,10.836349
-0.921825,0.833565,8.992698
-0.961052,1.019892,8.806372
2.804702,2.343789,7.737447
-0.421686,1.598484,10.346015
-0.970858,0.686466,10.257756
-0.725692,0.353039,10.061624
-0.970858,0.686466,10.306789
-0.970858,0.617819,10.179303
-1.039505,0.558979,10.326403
-1.010085,0.529559,10.277369
-0.931632,0.568786,10.218530
-0.921825,0.588399,10.257756
-0.902212,0.627626,10.228336
-1.049312,0.647239,10.198915
-0.931632,0.451106,10.365629
-0.970858,0.421686,10.404856
-0.941438,0.588399,10.238143
-0.872792,0.451106,10.581375
-0.862985,0.402073,10.493116
-0.872792,0.725692,10.120462
-0.872792,0.549172,10.395048
-0.931632,0.637432,9.963557
-1.010085,0.853179,9.777230
-0.823759,0.833565,10.081236
-0.862985,0.411879,10.130270
-0.941438,0.500139,10.385242
-1.059118,0.666852,10.130270
-0.931632,0.666852,10.110657
-0.902212,0.637432,9.924330
-0.951245,0.608012,10.218530
-0.951245,0.529559,10.277369
-0.862985,0.657046,10.159690
-0.862985,0.441299,9.885103
-0.912018,0.480526,10.444083
-0.902212,0.539366,10.218530
-0.961052,0.558979,10.424469
-1.010085,0.558979,10.355823
-0.921825,0.627626,10.287176
-0.941438,0.617819,10.238143
-1.166991,0.558979,10.238143
-0.892405,0.480526,10.296982
-0.912018,0.539366,10.277369
-0.872792,0.549172,10.287176
-0.862985,0.598206,9.983170
-0.941438,0.647239,10.306789
-0.882599,0.617819,10.238143
-0.912018,0.598206,10.189110
-0.921825,0.558979,10.306789
-1.068925,0.627626,10.326403
-0.941438,0.558979,10.306789
-0.951245,0.509946,10.532342
-0.951245,0.627626,10.267563
-0.872792,0.608012,10.355823
-0.853179,0.676659,10.326403
-0.862985,0.519752,10.130270
-1.117958,0.647239,10.326403
-0.882599,0.519752,10.404856
-0.853179,0.598206,10.316596
-0.941438,0.666852,10.208723
-1.010085,0.627626,10.169496
-0.990472,0.686466,10.375436
-0.725692,0.323619,10.110657
-0.961052,0.529559,10.306789
-1.265058,0.617819,10.228336
-1.186605,0.715885,10.257756
-1.186605,0.500139,10.071429
-1.019892,0.460913,10.591183
-0.843372,0.627626,10.257756
-0.725692,0.637432,10.130270
-0.862985,0.588399,10.346015
-0.578592,0.706079,10.198915
-1.176798,1.274864,10.022396
-0.921825,1.824037,9.443804
-1.206218,0.931632,10.414662
-0.627626,0.745305,10.100849
-0.921825,1.971137,10.395048
0.362846,1.686744,10.267563
0.147100,0.264780,10.875575
-0.519752,0.392266,10.316596
-1.274864,1.166991,9.875297
-1.578871,0.421686,10.218530
-1.843650,0.725692,10.208723
0.333426,0.421686,10.277369
-0.921825,0.853179,10.326403
-1.480804,-0.284393,11.336488
-1.284671,1.382738,10.453889
-0.833565,0.941438,10.502922
-0.892405,0.686466,10.228336
-0.921825,0.706079,10.296982
-0.794339,0.460913,10.336209
-0.774725,0.470719,9.335931
-1.029698,0.372653,9.738004
-1.137571,0.804145,10.395048
-0.990472,0.617819,10.287176
-0.706079,0.657046,10.296982
-1.392544,0.529559,10.296982
-1.510224,1.990750,9.620324
-0.823759,0.411879,10.198915
-0.902212,0.205940,10.336209
-1.559257,-1.480804,12.513286
-2.294756,-0.774725,9.894910
-0.872792,-0.382459,7.354988
-0.921825,-0.804145,9.453610
-0.745305,-0.490333,9.757617
-0.431493,2.088816,5.158298
-1.922103,0.451106,10.277369
-1.039505,0.637432,10.228336
-0.902212,-0.480526,12.797678
-3.657881,-0.980665,10.140077
-1.431771,-3.314648,7.639380
-0.970858,-3.569621,8.698499
-0.813952,-4.187439,8.757339
-1.824037,-4.040340,9.581098
-1.127765,-4.059953,7.874740
-1.353318,-5.207331,8.620046
-1.520031,-5.001391,8.835792
-1.216025,-5.128878,8.747532
-1.412158,-4.501252,9.022119
-1.402351,-4.305120,9.247671
-1.814230,-5.138685,8.512172
-1.470998,-4.922938,8.973085
-1.529837,-5.187718,8.669079
-1.608291,-5.099458,8.629852
-1.618097,-4.873905,8.865211
-1.520031,-4.971972,8.786758
-1.529837,-4.991585,8.796565
-1.559257,-4.981779,8.757339
-1.451384,-5.040618,8.776952
-1.529837,-5.119071,8.845598
-1.578871,-5.040618,8.727919
-1.588677,-5.070038,8.747532
-1.529837,-4.971972,8.757339
-1.578871,-5.021005,9.051538
-1.676937,-5.040618,8.796565
-1.598484,-4.864099,8.835792
-1.510224,-4.942552,9.022119
-1.480804,-4.922938,8.855405
-1.520031,-4.824872,8.953471
-1.431771,-4.667965,8.973085
-1.539644,-4.775838,8.943665
-1.637711,-4.795452,8.904438
-1.578871,-4.785645,8.953471
-1.431771,-4.707192,8.963278
-1.490611,-4.687579,8.708305
-1.588677,-5.040618,8.835792
